CATEGORYID;ASSETID;ASSETDESC;P_MANUFACTURERID;P_MANUFACTURERID_DESC;DATEMANUFACTURE;NATIONALFACT;FIELDDESC;OWNER;OWNER_DESC;LOAI;LOAI_DESC;U_TT;U_TT_DESC;KIEU_DAPHQ;KIEU_DAPHQ_DESC;I_DM;I_DM_DESC;U_DM;U_DM_DESC;KIEU_CD;KIEU_CD_DESC;TG_CATNM;TG_CATNM_DESC;PHA;PHA_DESC;KIEU_MC;KIEU_MC_DESC;KNCDNMDM;KNCDNMDM_DESC;CT_DC;CT_DC_DESC
0110D00_MC;PC14KK_T_MC_1758;MC173_DNO;HSX.00529;LG - Korea;2015;TB040.00002;Ấn Độ;TB0631;Khách hàng;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1744;MC171_DSO;HSX.00311;Siemens;2014;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1745;MC172_DSO;HSX.00311;Siemens;2014;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1748;MC131_DSO;HSX.00311;Siemens;2014;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC640401;MC131_DMI ;HSX.00311;Siemens;2016;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1776;MC171_DRL;HSX.00311;Siemens;2013;TB040.00002;Ấn Độ;TB0631;Khách hàng;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1778;MC173_DRL;HSX.00311;Siemens;2013;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC1065330;MC112_DMI;HSX.00311;Siemens;2016;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1710;MC172_CJU;HSX.00015;.EEMC;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1711;MC173_CJU;HSX.00015;.EEMC;2014;TB040.00002;Ấn Độ;TB0631;Khách hàng;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1712;MC131_CJU;HSX.00015;.EEMC;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1713;MC132_CJU;HSX.00015;.EEMC;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1756;MC171_DNO;HSX.00015;.EEMC;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1777;MC172_DRL;HSX.00015;.EEMC;2015;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1779;MC112_DRL;HSX.00015;.EEMC;2015;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1780;MC132_DRL;HSX.00015;.EEMC;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1759;MC131_DNO;HSX.00051;Areva;2009;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC4038010;MC171_KRN;HSX.00183;GE;2019;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC4038111;MC172_KRN;HSX.00183;GE;2019;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC4038121;MC131_KRN;HSX.00183;GE;2019;TB040.00002;Ấn Độ;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1732;MC172_DMI;HSX.00183;GE;2017;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC2926000;MC112_DNO;HSX.00183;GE;2019;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1731;MC171_DMI;HSX.00311;Siemens;2007;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1760;MC132_DNO;HSX.00311;Siemens;2018;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1733;MC132_DMI ;HSX.00311;Siemens;2007;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1709;MC171_CJU;HSX.00529;LG - Korea;2003;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1746;MCT101_DSO;HSX.00529;LG - Korea;2015;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1747;MCT103_DSO;HSX.00529;LG - Korea;2015;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC14KK_T_MC_1757;MC172_DNO;HSX.00529;LG - Korea;2002;TB040.00006;Đức;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC5649104;MC132_DSO;HSX.00015;.EEMC;2022;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC2985509;MC131_DRL2;HSX.00015;.EEMC;2019;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC2985539;MC172_DRL2;HSX.00015;.EEMC;2019;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC2985549;MC171_DRL2;HSX.00015;.EEMC;2019;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC7584022;MC132-DRL;HSX.00015;.EEMC;2024;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC5652673;MC112_DSO;HSX.00183;GE;2022;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC7607825;MC132_KRN;HSX.00311;Siemens;2023;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC7611903;MC112_KRN;HSX.00311;Siemens;2023;TB040.00021;Trung Quốc;TB0632;Ngành điện;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PC-0110D00-MC2959170;MC174_CJU;HSX.00311;Siemens;2019;TB040.00021;Trung Quốc;TB0631;Khách hàng;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
0110D00_MC;PB-0110D00-MC18368766;CT02DONGHAMC171 - 17/01/2025;HSX.00473;Crompton Greaves - India;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99001;120SFM32B;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100026;2000;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.3702;CT02DUCLINHMC132 - 03/10/2009;HSX.00473;Crompton Greaves - India;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99001;120SFM32B;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100026;2000;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.3700;CT02DUCLINHMC171 - 03/10/2009;HSX.00473;Crompton Greaves - India;2007;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99001;120SFM32B;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100026;2000;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC274087;Máy Cắt 131 Cổ Chiên;HSX.00035;ABB;2017;TB040.00076;Phần Lan;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.83;CT04GDMC171-05/2021;HSX.00183;GE;2011;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99020;GL312F1/4031P;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100028;3150;TBI_CT_MC_U_DM_02;145;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC2915575;CT02VANMYMC132 - 15/08/2018;HSX.00035;ABB;2017;TB040.00018;Thụy Điển;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB.1527365;MÁY CẮT 171;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB.1527380;MÁY CẮT 172;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB.1528573;MC 173;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.6577;CT06TAMVU-MC172_01/2017;HSX.00035;ABB;2016;TB040.00021;Trung Quốc;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC18484620;MÁY CẮT 172;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC18484665;MÁY CẮT 172;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC1320603;MC 131;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC1320705;CT12TINHBIEN-MC171-10/12/2017;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC1328924;CT12TINHBIEN-MC172-10/12/2017;HSX.00035;ABB;2017;TB040.00002;Ấn Độ;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_01;110VAC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_TT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC8326947;CT02MUINEMC172 - 30/09/2009;HSX.00311;Siemens;2006;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2897;CT06RCMC131-05/2011;HSX.00311;Siemens;2007;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2870;CT06DHOAMC112-02/2007;HSX.00311;Siemens;2005;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2871;MC.CT06_ĐH_MC131;HSX.00311;Siemens;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.4120;CT12CAIDAUMC173-10/06;HSX.00311;Siemens;2002;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100025;1600;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.4121;CT12CAIDAUMC112-10/06;HSX.00311;Siemens;2004;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.4118;CT12CAIDAUMC171-10/06;HSX.00311;Siemens;2003;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100026;2000;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;PB-0110D00-MC244847;Máy Cắt 171 Cổ Chiên;HSX.00035;ABB;2017;TB040.00076;Phần Lan;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.00057;LTB145D1/B;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.4123;CT12CAIDAUMC132-05/06;HSX.00311;Siemens;2004;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100024;1250;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
0110D00_MC;MC.2677;MC 132 Vũng Liêm;HSX.00311;Siemens;2002;TB040.00006;Đức;TB0632;Ngành điện;TBI_CT_MC_KIEU_MC.99010;3AP1 FG;TBI_CT_MC_U_TT_02;110VDC;TBI_TT_MC_KIEU_DAPHQ.00001;SF6;PB-100025;1600;TBI_CT_MC_U_DM_04;123;TBI_CT_MC_CC_CD.00001;Lò xo;PB-100081;3;EVN.PHA_3P;ABC;TBI_CT_MC_KIEU_MC_01;AIS;PB-501499;25kA/3s;TBI_CT_MC_CT_DC_01;O-0,3sec-CO-3min-CO
